,name,rating,avg_rating,year,rank,page_no,num_voters,list_price,ios_prices,all_prices
200,The Contender: The Game of Presidential Debate,5.54,6.31,2015.00,9903.00,100.00,90.00,29.95,,List: $29.95New Amazon: $29.08
201,Firestorm,5.54,6.34,2001.00,9919.00,100.00,55.00,,List: $49.99Lowest Amazon: $89.99New Amazon: $109.95,
202,Risk: Star Trek 50th Anniversary Edition,5.54,6.66,2016.00,9920.00,100.00,54.00,49.99,New Amazon: $109.95,List: $49.99Lowest Amazon: $89.99New Amazon: $109.95
203,Arcade,5.54,7.74,2015.00,9922.00,100.00,32.00,,1847: Pfalz(1992),
204,Starship Command,5.54,7.04,1991.00,9928.00,100.00,40.00,,MUNERA: Familia Gladiatoria(2010),
205,Hungarian Nightmare,5.54,7.08,2011.00,9932.00,100.00,32.00,,Guns of Galicia(2012),
206,Guns of Galicia,5.54,6.73,2012.00,9934.00,100.00,46.00,,Incredible Expeditions: Quest for Atlantis(2015),New Amazon: $27.00
207,Incredible Expeditions: Quest for Atlantis,5.54,5.76,2015.00,9935.00,100.00,121.00,,,
208,Transylvania: Curses & Traitors,5.54,5.92,2015.00,9940.00,100.00,168.00,,Iwari(2019),
209,Iwari,5.54,8.27,2019.00,9942.00,100.00,30.00,,Jutland: Duel of the Dreadnoughts(1991),
210,Minecraft Card Game?,5.54,5.73,2015.00,9949.00,100.00,689.00,12.99,New Amazon: $8.88,List: $12.99Lowest Amazon: $3.89New Amazon: $8.88
211,Legends and Lies,5.54,7.13,2014.00,9950.00,100.00,39.00,,"Desert War: Egypt, 1940(2010)",
212,The Lord of the Rings: Journeys in Middle-earth,5.54,7.50,2019.00,9958.00,100.00,70.00,,Nordwind 1945(2011),
213,Azteca,5.54,5.95,2000.00,9963.00,100.00,138.00,,Yellowstone Park(2003),
214,Breaking Bad: The Board Game,5.54,6.71,2017.00,9968.00,100.00,119.00,39.99,,List: $39.99New Amazon: $8.40
215,1830 Cardgame,5.54,6.28,2012.00,9976.00,100.00,60.00,,Plagio(1999),
216,Imperial Harvest,5.54,6.67,2015.00,9982.00,100.00,58.00,,"Operation Shoestring: The Guadalcanal Campaign, 1942(1990)",
217,"Operation Shoestring: The Guadalcanal Campaign, 1942",5.54,6.09,1990.00,9984.00,100.00,92.00,,A Line in the Sand: The Battle of Iraq(1991),
218,Soqquadro,5.54,6.25,2014.00,9987.00,100.00,74.00,,Chez Grunt(2003),New Amazon: $19.04
219,City of Guilds,5.54,6.64,2009.00,10007.00,101.00,42.00,,Blam!(2005),
220,Back to the Future: An Adventure Through Time,5.54,5.92,2016.00,10024.00,101.00,162.00,34.99,New Amazon: $27.45,List: $34.99Lowest Amazon: $22.74New Amazon: $27.45
221,Seven Swords,5.54,6.49,2013.00,10034.00,101.00,54.00,,Supervillain: This Galaxy Is Mine!(2018),
222,Somali Pirates,5.54,6.99,2012.00,10037.00,101.00,30.00,,Endless Pass: A Viking Saga(2018),
223,Town Builder: Coevorden,5.54,7.87,2019.00,10040.00,101.00,30.00,,Inoka(2018),
224,The Princess Bride: I Hate to Kill You,5.54,6.19,2016.00,10045.00,101.00,67.00,,Jazz: The Singing Card Game(2013),
225,Age of Civilization,5.54,7.89,2019.00,10050.00,101.00,39.00,,,
226,Constantinople,5.54,6.66,2016.00,10051.00,101.00,46.00,,,
227,Midway Solitaire,5.54,6.96,2017.00,10052.00,101.00,35.00,,Booo!(2017),
228,Booo!,5.54,6.52,2017.00,10054.00,101.00,52.00,,Xenofera(2017),
229,Super Hero Squad Card Game,5.54,6.63,2012.00,10061.00,101.00,45.00,,AssassinCon(2016),New Amazon: $19.87
230,AssassinCon,5.54,5.82,2016.00,10062.00,101.00,170.00,,Eye Know(2007),New Amazon: $26.87
231,Sports Dice: Baseball,5.54,6.55,2016.00,10065.00,101.00,51.00,14.95,,List: $14.95New Amazon: $14.25
232,Castle Assault,5.54,6.53,2015.00,10068.00,101.00,87.00,,Who Stole Ed's Pants?(2001),New Amazon: $51.99
233,Army Ants,5.54,6.44,2008.00,10071.00,101.00,48.00,,Drinking Quest: Journey into Draught(2016),
234,Escape: Fighting for Freedom,5.54,8.07,2013.00,10082.00,101.00,30.00,,Caro(2012),
235,Murderer's Row,5.54,7.02,2015.00,10091.00,101.00,35.00,,God Hates Charades(2014),
236,Remnants,5.54,6.44,2018.00,10096.00,101.00,53.00,,Loot(1993),
237,Sabordage,5.54,6.37,2016.00,10108.00,102.00,68.00,,Algeria: The War of Independence 1954-1962(2006),New Amazon: $15.99
238,Algeria: The War of Independence 1954-1962,5.54,6.80,2006.00,10109.00,102.00,44.00,,Nanahoshi(2013),
239,MERCS: Conflict,5.54,6.06,2014.00,10117.00,102.00,86.00,,First Blood: The 1st and 2nd Battles of Manassas(1989),New Amazon: $70.53
240,Epoch: Early Inventors,5.54,6.47,2018.00,10125.00,102.00,52.00,,,Lowest Amazon: $38.81New Amazon: $41.31
241,Killing Code: Venice Vendetta,5.54,7.23,2017.00,10126.00,102.00,32.00,,Space Station Zemo(1998),
242,Area 51: Top Secret,5.54,6.50,2016.00,10135.00,102.00,46.00,,Dome Crushers(2017),
243,Museum Heist,5.54,6.37,2017.00,10138.00,102.00,53.00,,Riffifi(2000),
244,Vem aí a Troika,5.54,5.97,2012.00,10142.00,102.00,118.00,,District-Z(2014),
245,District-Z,5.54,6.15,2014.00,10144.00,102.00,97.00,,Montebello(2006),
246,Star Wars Lightsaber Dueling,5.54,5.88,1988.00,10147.00,102.00,93.00,,The Scrambled States of America(2002),
247,Knights of Ten,5.54,7.10,2012.00,10150.00,102.00,51.00,,,
248,Bankraub,5.54,6.41,2013.00,10151.00,102.00,59.00,,,
249,Merchants of Muziris,5.54,7.18,2017.00,10152.00,102.00,31.00,,Sealords: The Vietnam War in the Mekong Delta(2007),
250,Road Rally USA,5.54,6.01,2013.00,10164.00,102.00,92.00,,Guerra a Muerte(2008),
251,Lemonade Stall,5.54,7.43,2010.00,10167.00,102.00,32.00,,Luftwaffe: Aerial Combat – Germany 1943-45(2007),
252,Zombiegeddon,5.54,5.74,2009.00,10175.00,102.00,227.00,,Pie Factory(2014),New Amazon: $18.95
253,Pie Factory,5.54,5.73,2014.00,10176.00,102.00,277.00,,Venus Needs Men(2006),New Amazon: $6.94
254,Venus Needs Men,5.54,6.08,2006.00,10177.00,102.00,94.00,,Sleepy Castle(2015),
255,Master Labyrinth,5.54,5.76,2007.00,10180.00,102.00,243.00,,,
256,Aether,5.54,5.87,2010.00,10185.00,102.00,123.00,,,
257,Finger Football,5.54,6.64,2005.00,10186.00,102.00,40.00,,,
258,Periorbis,5.54,6.42,2017.00,10190.00,102.00,62.00,,Age of Assassins(2013),
259,Target: Iran,5.54,6.93,2014.00,10197.00,102.00,30.00,,,
260,The Lord of the Rings Labyrinth,5.54,6.09,2003.00,10198.00,102.00,80.00,,Meepile(2008),
261,London Markets,5.54,6.10,2016.00,10203.00,103.00,92.00,59.90,New Amazon: $43.00,List: $59.90Lowest Amazon: $39.01New Amazon: $43.00
262,Forceball,5.54,6.17,2006.00,10207.00,103.00,81.00,,"The Lost Battalion: The Meuse-Argonne Offensive, 1918(2003)",New Amazon: $4.76
263,Dune,5.54,5.78,1984.00,10210.00,103.00,320.00,,Overworld(2019),
264,Overworld,5.54,6.94,2019.00,10212.00,103.00,38.00,39.99,New Amazon: $39.99,List: $39.99Lowest Amazon: $34.99New Amazon: $39.99
265,Hinkel & Stein,5.54,6.62,2010.00,10217.00,103.00,44.00,,RisiKo! Challenge(2010),
266,Pirates & Plunder,5.54,6.77,2004.00,10224.00,103.00,39.00,,Number Rumba!(1991),
267,Xtronaut: The Game of Solar System Exploration,5.54,6.35,2016.00,10227.00,103.00,95.00,,Zoop(2016),
268,This Game is Bonkers!,5.54,5.75,1978.00,10231.00,103.00,499.00,,,
269,Cold War Battles 2: Kabul '79 & Pentomic Wurzburg,5.54,6.87,2010.00,10232.00,103.00,39.00,,The American Revolution 1775-1783(1972),
270,Savage Planet: The Fate of Fantos,5.54,6.43,2018.00,10238.00,103.00,63.00,,Lowest Amazon: $14.94New Amazon: $14.95,
271,Fish Frenzy,5.54,6.17,2016.00,10239.00,103.00,68.00,,,Lowest Amazon: $14.94New Amazon: $14.95
272,The Card Game of Oz,5.54,6.44,2014.00,10243.00,103.00,58.00,,Stupiduel(2004),
273,Before There Were Stars...,5.54,6.50,2018.00,10248.00,103.00,59.00,32.61,New Amazon: $32.59,List: $32.61Lowest Amazon: $30.49New Amazon: $32.59
274,Epic of the Peloponnesian War,5.54,6.14,2006.00,10252.00,103.00,99.00,,Miaui(2017),
275,Miaui,5.54,6.61,2017.00,10254.00,103.00,44.00,24.99,,List: $24.99New Amazon: $22.95
276,Knatsch,5.54,5.61,2000.00,10255.00,103.00,935.00,,Chosin: X Corps Escapes the Trap(2009),
277,They Who Were 8,5.54,5.80,2013.00,10265.00,103.00,141.00,25.00,New Amazon: $6.46,List: $25.00Lowest Amazon: $4.99New Amazon: $6.46
278,Magnificent Flying Machines,5.53,6.44,2018.00,10270.00,103.00,62.00,,Credo!: the Game of Dueling Dogmas(1993),
279,The Kingdoms of Crusaders,5.53,6.01,2007.00,10297.00,103.00,127.00,,Business(1998),
280,Heroes of Metro City,5.53,5.79,2013.00,10303.00,104.00,237.00,,,Lowest Amazon: $31.00New Amazon: $47.10
281,Lionheart,5.53,5.65,1997.00,10308.00,104.00,841.00,,Guildes(2017),
282,"Red God of War: The Soviet Operation Mars, 1942",5.53,6.41,2005.00,10318.00,104.00,61.00,,Mandrago(2016),
283,Elfengold,5.53,6.05,1991.00,10327.00,104.00,107.00,,Mieses Karma(2011),
284,Cité,5.53,6.06,2010.00,10334.00,104.00,118.00,,Superstar Pro Wrestling Game(1984),
285,Diceborn Heroes,5.53,8.03,2019.00,10339.00,104.00,35.00,,Pyramidis(1988),
286,Prince of Chaos: Battle for Tae Orn,5.53,6.58,2008.00,10343.00,104.00,55.00,,,Lowest Amazon: $22.78New Amazon: $35.00
287,Crossword Pyramids,5.53,6.38,2004.00,10348.00,104.00,52.00,,Chinese Chess(1981),
288,Dungeon Plungin',5.53,6.87,2007.00,10353.00,104.00,45.00,,Bloody Buna(1979),
289,Bloody Buna,5.53,6.76,1979.00,10355.00,104.00,36.00,,Rolit(1997),
290,Aether Captains: Pirates and Traders,5.53,7.13,2011.00,10359.00,104.00,34.00,,The Dwarves: The Duel(2015),
291,Donkey: It's a Kick!,5.53,6.93,2011.00,10369.00,104.00,43.00,,,Lowest Amazon: $16.01New Amazon: $22.00
292,Records of Three Kingdoms 190-280,5.53,6.91,2011.00,10373.00,104.00,34.00,,Pro Football Fantasm(1990),
293,Solomon Kane,5.53,8.33,2019.00,10388.00,104.00,84.00,,Champs de Bataille III: D'Alexandre à Hannibal(2000),
294,Stellar Leap,5.53,6.76,2018.00,10391.00,104.00,50.00,,Terakh: A Creative Strategy Game(2005),
295,Terakh: A Creative Strategy Game,5.53,5.91,2005.00,10393.00,104.00,134.00,,,
296,North Pole,5.53,6.26,2011.00,10394.00,104.00,65.00,,Julchen und die Monster(2006),
297,Privateer,5.53,6.49,2016.00,10403.00,105.00,91.00,,Victory at Sea(1992),
298,Taiwan Monsters Brawl,5.53,6.77,2016.00,10408.00,105.00,41.00,,Zankapfel(1993),
299,BASKETmind,5.53,7.40,2012.00,10411.00,105.00,31.00,,Sneaky Cards(2015),
300,Expedition Zetta,5.53,7.22,2018.00,10421.00,105.00,34.00,,Consensus Movie Edition(2009),
301,Outrider,5.53,7.20,2010.00,10425.00,105.00,40.00,,Manille,
302,Anzio/Cassino,5.53,6.18,2010.00,10435.00,105.00,57.00,,Those Pesky Humans!(2009),
303,Those Pesky Humans!,5.53,5.92,2009.00,10437.00,105.00,141.00,,,Lowest Amazon: $19.95New Amazon: $49.99
304,On To Paris 1870-71: The Franco Prussian War,5.53,7.37,2016.00,10440.00,105.00,30.00,,The Quest for Shangri-La(2006),
305,TOKYO JIDOHANBAIKI,5.53,5.98,2018.00,10452.00,105.00,85.00,,,
306,End of Atlantis: Revised Edition,5.53,6.33,2013.00,10453.00,105.00,52.00,,,
307,Solstice: Fall of Empire,5.53,6.65,2017.00,10454.00,105.00,35.00,,The Last Blitzkrieg(1994),
308,Raid the Pantry,5.53,7.19,2012.00,10458.00,105.00,43.00,,,
309,Reichbusters: Projekt Vril,5.53,8.84,2019.00,10463.00,105.00,43.00,,Bob Jiten(2017),
310,Seii Taishogun,5.53,7.04,2008.00,10466.00,105.00,35.00,,Zombie Survival: The Board Game(2010),
311,Zombie Survival: The Board Game,5.53,5.66,2010.00,10468.00,105.00,290.00,39.99,,List: $39.99New Amazon: $34.95
312,"Mirror, Mirror",5.53,6.04,2011.00,10471.00,105.00,76.00,,Dr. McNinja's Legendary Showdown(2014),
313,Pig Pile,5.53,5.67,2001.00,10474.00,105.00,369.00,15.99,,List: $15.99New Amazon: $15.99
314,Super Giant Monster Showdown,5.53,6.01,1999.00,10479.00,105.00,93.00,,Escape Team(2017),
315,"Dark Millennium: The Warhammer 40,000 Collectible Card Game",5.53,5.94,2005.00,10483.00,105.00,96.00,,,
316,Age of Scheme: Routes to Riches,5.53,5.95,2008.00,10489.00,105.00,91.00,,MAUW(2017),
317,Mexican Train,5.53,5.62,1994.00,10496.00,105.00,1581.00,34.99,,List: $34.99
318,R-Eco Recycle,5.53,6.16,2010.00,10499.00,105.00,61.00,,,
319,Mat Goceng,5.53,6.60,2013.00,10501.00,106.00,54.00,,Fight!(2000),
320,Paradise Fallen: The Card Game,5.53,5.87,2013.00,10509.00,106.00,141.00,,Arcanya: Magic Academy(2015),New Amazon: $7.49
321,Clue (Second Crime Scene Edition),5.53,5.90,2013.00,10518.00,106.00,223.00,12.99,New Amazon: $13.99,List: $12.99Lowest Amazon: $6.13New Amazon: $13.99
322,Border War: Angola Raiders,5.53,6.23,2012.00,10519.00,106.00,59.00,,Clue:  Limited Gift Edition(1997),New Amazon: $9.99
323,Stand at Mortain,5.53,5.89,2006.00,10523.00,106.00,139.00,,Nowheresville: Bandit Paradise(2013),
324,Nowheresville: Bandit Paradise,5.53,6.50,2013.00,10525.00,106.00,51.00,,Savage Streets(2011),
325,Medieval Mastery,5.53,5.86,2011.00,10528.00,106.00,156.00,,Shift: The Single Card CCG(2013),
326,Shift: The Single Card CCG,5.53,6.30,2013.00,10530.00,106.00,128.00,,Tembo(2017),
327,Flizz & Miez,5.53,6.07,2014.00,10538.00,106.00,71.00,,,
328,Star Wars: Attack of the Clones Card Game,5.53,5.76,2002.00,10539.00,106.00,104.00,,Guardians' Chronicles: Clash of Heroes(2017),
329,Primate Fear,5.53,6.03,2013.00,10548.00,106.00,106.00,,Magic: The Gathering – Duel Decks: Speed vs. Cunning(2014),
330,Spy or Die Trying,5.53,6.71,2013.00,10553.00,106.00,44.00,,,
331,Capture: A Medieval Wargame,5.53,6.88,2016.00,10554.00,106.00,35.00,,Schlock Mercenary: Capital Offensive(2012),
332,Schlock Mercenary: Capital Offensive,5.53,6.13,2012.00,10556.00,106.00,77.00,,"Bitter Victory:  The Invasion of Sicily, 1943(2006)",
333,"Bitter Victory:  The Invasion of Sicily, 1943",5.53,6.07,2006.00,10558.00,106.00,79.00,,Epic Trading Card Game(2009),
334,Epic Trading Card Game,5.53,6.41,2009.00,10560.00,106.00,38.00,,Pentalath(2009),
335,Engage,5.53,7.07,2011.00,10563.00,106.00,37.00,,Dino World(2017),
336,Sakkara,5.53,5.89,2007.00,10578.00,106.00,130.00,,,
337,Before the Earth Explodes,5.53,6.49,2018.00,10579.00,106.00,43.00,,Tell Tale(2010),
338,Sergeants! On the Eastern Front,5.53,6.07,2004.00,10585.00,106.00,80.00,,Village in a Box(2013),
339,Village in a Box,5.53,6.10,2013.00,10587.00,106.00,105.00,,Fluff(2018),
340,Cults Across America,5.53,5.66,1998.00,10601.00,107.00,382.00,,Get to the Chopper!!!(2006),Used Amazon: $119.55
341,Rocketmen: Axis of Evil,5.53,5.85,2005.00,10608.00,107.00,161.00,3.99,New Amazon: $4.74,List: $3.99Lowest Amazon: $2.97New Amazon: $4.74
342,Chronos Conquest,5.53,6.23,2014.00,10618.00,107.00,55.00,,Amis Cube(2016),
343,Arena: The Contest,5.53,9.41,2019.00,10625.00,107.00,99.00,,Mountain of Inferno(2009),
344,Mountain of Inferno,5.53,5.74,2009.00,10627.00,107.00,172.00,,,
345,Neon Gods,5.53,6.43,2018.00,10633.00,107.00,51.00,59.95,,List: $59.95New Amazon: $47.96
346,Castle Danger,5.53,6.58,2002.00,10662.00,107.00,40.00,,Eye My Favorite Things(2015),
347,Dahschur: Die Rote Pyramide,5.53,6.81,2012.00,10670.00,107.00,57.00,,Topology(2010),
348,Punch!,5.53,6.32,2005.00,10674.00,107.00,72.00,,The Air-Eaters Strike Back!(1981),
349,Batman: Arkham City Escape,5.53,5.75,2013.00,10678.00,107.00,212.00,44.99,,List: $44.99New Amazon: $34.99
350,Galaktico,5.53,6.50,2009.00,10683.00,107.00,43.00,,Tantrix Gobble(2009),
351,Tantrix Gobble,5.53,6.71,2009.00,10685.00,107.00,35.00,,,
352,duck! duck! SAFARI!,5.53,6.04,2009.00,10691.00,107.00,80.00,24.99,,List: $24.99New Amazon: $42.52
353,Mouse Match,5.53,6.19,2007.00,10705.00,108.00,60.00,,Hull Breach!(2011),
354,Hull Breach!,5.53,7.67,2011.00,10707.00,108.00,31.00,,"Shiloh: The Battle for Tennessee, 6-7 April, 1862(1975)",
355,If I'm Going Down...,5.53,6.07,2012.00,10725.00,108.00,106.00,30.00,,List: $30.00Used Amazon: $30.00
356,Bollox,5.53,6.79,1999.00,10730.00,108.00,39.00,,Lowest Amazon: $39.99New Amazon: $79.99,
357,Scalawag!,5.53,6.12,2014.00,10731.00,108.00,65.00,,,Lowest Amazon: $39.99New Amazon: $79.99
358,Rick and Morty: The Ricks Must Be Crazy Multiverse Game,5.53,6.64,2018.00,10736.00,108.00,46.00,,Operation Spark: the Relief of Leningrad 1943(1997),New Amazon: $9.34
359,Marvel Strike Teams,5.53,7.22,2018.00,10742.00,108.00,31.00,,People-Person!(2014),
360,MS Batory,5.53,6.06,2017.00,10745.00,108.00,78.00,,Assaultous(2013),
361,Assaultous,5.53,6.78,2013.00,10747.00,108.00,35.00,,,
362,Cartography,5.53,6.40,2015.00,10748.00,108.00,68.00,,Wizard's Brew(2013),
363,Wizard's Brew,5.53,5.78,2013.00,10750.00,108.00,144.00,,,Lowest Amazon: $24.00New Amazon: $34.00
364,Mechaton:  Giant Fighty Robots,5.53,6.90,2006.00,10754.00,108.00,42.00,,,
365,Grimoire Shuffle,5.53,6.24,2012.00,10755.00,108.00,55.00,,Ludus Gladiatorius(2005),
366,Tournament of Towers,5.53,7.10,2018.00,10760.00,108.00,34.00,,RPGQuest: A Jornada do Herói(2017),
367,Eschnapur,5.53,5.71,2000.00,10770.00,108.00,204.00,,Lowest Amazon: $31.00New Amazon: $35.00,
368,Poetry Slam,5.53,6.64,2018.00,10771.00,108.00,34.00,,,Lowest Amazon: $31.00New Amazon: $35.00
369,Rogue Agent,5.53,5.75,2013.00,10772.00,108.00,206.00,,,
370,Cogs and Commissars,5.53,6.51,2018.00,10777.00,108.00,40.00,,Drinking Quest(2011),
371,Stalin's Tanks,5.53,6.17,1981.00,10787.00,108.00,58.00,,S.F.3.D. Original(1984),
372,Celtica,5.53,5.59,2006.00,10794.00,108.00,704.00,63.46,New Amazon: $59.44,List: $63.46Lowest Amazon: $40.00New Amazon: $59.44
373,Panzer General: Russian Assault,5.53,5.93,2010.00,10796.00,108.00,89.00,,,Lowest Amazon: $40.00New Amazon: $149.99
374,Mr House,5.53,5.95,2014.00,10799.00,108.00,89.00,,Operation: Maccabee(2010),New Amazon: $41.56
375,The Great War 1914-1918,5.53,6.59,1976.00,10805.00,109.00,39.00,,Remember When ...(2017),
376,Poker Assault,5.53,6.36,2016.00,10815.00,109.00,47.00,,,Lowest Amazon: $8.03New Amazon: $13.45
377,Barca,5.53,6.81,2007.00,10819.00,109.00,33.00,,Fateful Lightning(1994),
378,Ubongo: Star Wars – Das Erwachen der Macht,5.53,6.20,2015.00,10827.00,109.00,40.00,,Sunrise of Victory(1990),
379,Succession: Intrigue in the Royal Court,5.53,5.74,2004.00,10834.00,109.00,272.00,,Fairy Meat(2000),New Amazon: $10.95
380,Plext,5.53,6.20,2005.00,10848.00,109.00,58.00,,Roll & Play(2012),
381,Let Them Eat Cake,5.53,5.88,2016.00,10856.00,109.00,116.00,,Rookie Heroes(2017),
382,Pass-Ackwords,5.53,6.35,2012.00,10866.00,109.00,41.00,,Force Eagle's War(1990),
383,Peppino the Clown,5.53,6.81,1999.00,10880.00,109.00,30.00,,Neverland's Legacy(2016),
384,Lords of the Renaissance,5.53,6.26,1996.00,10891.00,109.00,48.00,,Animagicians(2017),
385,Atari's Centipede,5.53,6.17,2017.00,10895.00,109.00,74.00,39.99,,List: $39.99New Amazon: $16.00
386,Battle for Rokugan,6.45,7.56,2017.00,1001.00,11.00,1161.00,39.95,New Amazon: $31.32,List: $39.95Lowest Amazon: $28.13New Amazon: $31.32
387,DC Comics Deck-Building Game: Heroes Unite,6.45,7.37,2014.00,1002.00,11.00,1464.00,39.99,,List: $39.99New Amazon: $26.64
388,Carolus Magnus,6.45,6.83,2000.00,1003.00,11.00,3239.00,,,Lowest Amazon: $59.95New Amazon: $164.07
389,Turn the Tide,6.45,6.80,1997.00,1004.00,11.00,3506.00,,,Used Amazon: $63.99
390,Middle-earth,6.45,7.26,1995.00,1005.00,11.00,1717.00,,List: $59.95Lowest Amazon: $149.95New Amazon: $179.97,
391,Ad Astra,6.45,6.88,2009.00,1006.00,11.00,2743.00,59.95,New Amazon: $179.97,List: $59.95Lowest Amazon: $149.95New Amazon: $179.97
392,Call of Cthulhu: The Card Game,6.45,6.94,2008.00,1007.00,11.00,2818.00,39.95,Dungeons & Dragons Dice Masters: Battle for Faerûn(2015),List: $39.95
393,Dungeons & Dragons Dice Masters: Battle for Faerûn,6.45,7.35,2015.00,1008.00,11.00,1360.00,22.99,Council of 4(2015),List: $22.99
394,Council of 4,6.45,7.18,2015.00,1009.00,11.00,1638.00,,My Village(2015),Used Amazon: $40.00
395,My Village,6.45,7.03,2015.00,1010.00,11.00,2011.00,,,Lowest Amazon: $20.30New Amazon: $23.95
396,Legacy of Dragonholt,6.45,7.48,2017.00,1011.00,11.00,1268.00,59.95,,List: $59.95New Amazon: $47.96
397,Dragonfire,6.45,7.51,2017.00,1012.00,11.00,1462.00,,,Lowest Amazon: $42.98New Amazon: $47.82
398,Havana,6.45,6.87,2009.00,1013.00,11.00,2776.00,44.99,New Amazon: $41.38,List: $44.99Lowest Amazon: $34.95New Amazon: $41.38
399,Merlin,6.45,7.11,2017.00,1014.00,11.00,1860.00,59.99,,List: $59.99New Amazon: $55.01
400,Riverboat,6.45,7.51,2017.00,1015.00,11.00,1103.00,69.99,,List: $69.99New Amazon: $59.66
401,Hannibal & Hamilcar,6.44,8.57,2018.00,1016.00,11.00,623.00,,,Lowest Amazon: $89.96New Amazon: $97.13
402,Onirim,6.44,6.70,2010.00,1017.00,11.00,4980.00,,,New Amazon: $49.99
403,Timeline: Events,6.44,6.78,2011.00,1018.00,11.00,3619.00,14.99,Vampire: The Eternal Struggle(1994),List: $14.99
404,Vampire: The Eternal Struggle,6.44,7.13,1994.00,1019.00,11.00,2121.00,,,
405,Magic Realm,6.44,7.17,1979.00,1020.00,11.00,1867.00,,New Amazon: $79.29,
406,Sleuth,6.44,6.91,1971.00,1021.00,11.00,2511.00,,The Civil War(1983),New Amazon: $79.29
407,The Civil War,6.44,7.67,1983.00,1022.00,11.00,1066.00,,,
408,Successors (third edition),6.44,7.51,2008.00,1023.00,11.00,1100.00,,List: $12.00Lowest Amazon: $9.00New Amazon: $9.96,
409,Tides of Madness,6.44,6.92,2016.00,1024.00,11.00,2510.00,12.00,New Amazon: $9.96,List: $12.00Lowest Amazon: $9.00New Amazon: $9.96
410,Empires of the Void II,6.44,7.62,2018.00,1025.00,11.00,1034.00,79.98,New Amazon: $66.99,List: $79.98Lowest Amazon: $61.99New Amazon: $66.99
411,Mythos Tales,6.44,7.55,2016.00,1026.00,11.00,1135.00,,Lost Cities: The Board Game(2008),New Amazon: $21.99
412,Lost Cities: The Board Game,6.44,6.80,2008.00,1027.00,11.00,3308.00,39.99,New Amazon: $24.48,List: $39.99Lowest Amazon: Too low to displayNew Amazon: $24.48
